ID,CONTEXT,LABEL
98,...动价格，每吨在出厂时就亏损１８７．３９元。马力越开足，亏损包袱背得就越重，这也就难怪化肥厂的产量下跌。当然，...,2
99,...模所必需的资金；———同时扭转经营亏损，卸下政府的财政补贴包袱；———加强经营灵活性，提高效率，改进服务质量...,2
100,...而不紧，管而不细，大包大揽他们的亏损，往往会使它成为企业的包袱，影响企业整体效益。必须懂得，在社会主义市场经...,2
101,...彻民主集中制对立起来，从而把企业党组织参与重大问题决策看作包袱，或者使其实，坚持厂长经理负责制与企业党组织参...,2
102,...点点，降到200刚才我佬打来也讲话奶奶入院了。。。背负越多，包袱越重，渐渐失去天真烂漫的笑容，我还是努力笑，笑...,2
103,...的情况下，投巨资盲目设立了40多个分公司，最后成为背不起的“包袱”，科学决策何在？现代企业制度要求企业有科学的...,2
104,...是被欺负的那个～二货！爱情买卖和老袁那个绿帽子一样是万年大包袱啊《爱情买卖》榜上提名的都不足以概括我的2011//你...,2
105,...我已有足够行头。”这是祖琪的优点，她不贪心，但求安身。她的包袱暂时放下。结婚目的也已经达到。“还有半日时间，...,2
106,...儿”。我觉得他说的灰常有道理啊。当你放下努力讨好别人欢心的包袱的时候，你瞬间觉得世界原来这么美好，阳光这么灿...,2
107,...容易。设备严重老化，不改造将逐步被淘汰，企业背着亏损的沉重包袱，既要维持生产，又要消化潜亏因素，其难度可想而...,2
108,...心理压力，而对手葡萄牙队在“必胜”的期待中，反而有可能背上包袱。■...,2
109,...的帮助他们复工复职，使因刘少奇同志冤案受株连的同志解除思想包袱，调动了积极性。（杨鹏、李家驹、吴谋德、蒋长值...,2
110,...幅度提高全体人民特别是青少年人口平均文化程度，将沉重的人口包袱开发成巨大的人力资源。其具体设想是：在城市，初...,2
111,...。负起责任才是自由轻松之道，逃避责任，反而是背负着沉甸甸的包袱，而把自己压垮。”所以逃避责任，亦是在逃避自由...,2
112,...名气有时候就像是包袱，名气越大，包袱越重，最可怕的是，这个包袱里什么都有。——有声誉、有财富、有地位、有朋友...,2
113,...贷款内部剥离，成立专门机构负责清收转化，使大多数行甩掉经营包袱，轻装上阵。加强债权管理，加大依法收贷、收力度...,2
114,...恋就好，偏偏他们不是，而且她深信，就某方面而言，他所承受的包袱远比她多许多。她是他全世界最不该想也不能想的人...,2
115,...内部工作，尤其要抓效益的提高。陈皓东（天津）：国有企业历史包袱怎么解决，政府工作报告中提出的具体办法不多。建...,2
116,...到中年再聚首，婚姻，事业，家庭，健康，各自背负着自己的人生包袱。面对多年友人，夹杂着爱情，愧疚、感恩与赎罪的...,2
117,...工程灵修时听到这么一段故事。在人生路途当中。路上很多一个个包袱，走过的人一个个捡起来。越背越重。神对背着包袱...,2
118,...令许多消费者望而却步，如今车到手了，消费者还要为使用它背上包袱，人们不免感叹：既然用不起它，何必去买它！消费...,2
119,...管理，解决了国家包袱太重的问题，丰宁穷，更应该为国家财政减包袱，但是我从５０年代就干教育，对丰宁教育做过认真...,2
120,...。三个包袱是：害怕资源卖不出去或缺乏资源的包袱；缺乏技术的包袱；没有资金的包袱。三条道路是：走“原料——技术...,2
121,...指导下进行。《人民日报》〔１９９８０１２０№Ｌ〕垃圾成资源包袱变财富徐科目前我国生活垃圾无害化处理率不到２％...,2
122,...收破产企业的职工，这１４００名破产企业的职工可是一个沉重的包袱啊！对这笔账，李保平有自己的算法。他认为，凤台...,2
123,...前普遍存在着“小而全”、“大而全”的现象，企业办社会的历史包袱沉重，致使一些改制后的国有建筑企业经营机制仍然...,2
124,...件下，利差收入的减少将直接影响国有银行的盈利能力和消化历史包袱的能力，拖延国有银行的转制时间，并对国有商业银...,2
125,...作片了一向十分注意外表的周杰伦，这次和林导合作甘于放下偶像包袱，包白头巾扮印度男，连他自己也觉可笑：“《逆战...,2
126,...样的家庭用车。其原因在于：民营企业既没有国有企业那种因历史包袱而造成的成本负担，也没有国外同行那种因配件和劳...,2
127,...！我家也是！其实我最享受往外扔没有存在价值的东西时那种舍弃包袱累赘的快感！可是家里有一个和你刚好相反的人，甚...,2
128,...经济和道德是分离的，并传统道德为阻碍我国向现代化迈进的历史包袱予以全盘否定。对法律在社会控制中的作用情有独钟...,2
129,...发生新的困难。这些企业又分几种情况：一是企业没有太大的债务包袱，但当前产品的市场和效益情况不好；二是企业当前...,2
130,...排名第一的荷兰队。中国女曲目前士气高涨，闯入决赛已没有任何包袱，放手一搏并非没有把荷兰拉下马的可能。中国队另...,2
131,...亩、十亩地用。要下决心改变农业内部结构，不要背“粮食自给”包袱，放开手脚发展多种经营，适合种什么就种什么，社...,2
132,...怕对你不是一件轻松的事。○作为一个演员，经验太多反而是一个包袱。这次创作窦太后，我不能把武则天的经验放到她的...,2
133,...部管理、领导班子等方面符合有关条件，方有可能入选。银行卸了包袱国有商业银行不良贷款数额大，比例高，既有在计划...,2
134,...了亏损的县木器厂、县国营经过技改、改革、开发、转产，三个“包袱”奇迹般地变成了五药厂的辅料分厂、包装物分厂和...,2
135,...的正常维护支出都不够，更谈不上水库设施的维护、更新。（４）包袱重，社会摊派多。由于水管单位对外宣传不够，向上...,2
136,...用活、用足；相反，还把人养懒了，把路养差了，把行业和单位的包袱养大了。如果我们不进行公路养护市场化改革，就难...,2
137,...彻底清算，是日本向政治大国发展的障碍，日本至今仍背着过去的包袱，还没有真正向亚洲人民敞开心扉。以日本宪法学者...,2
138,...要在一起》亮点极多……只可惜，唉……又看的时候看看吧~偶像包袱都丢拉。自己欢就好嗷嗷嗷嗷、//好可爱每一个努力...,2
139,...向小舞，看见向小舞的眼晴再次泛起泪光。那么残忍、那么沉痛的包袱，他竟独自背了那么久，教他如何舍得？＂没有人比...,2
140,...型钢厂只轧了２６００多吨螺纹钢就停产了，使化厂背上了沉重的包袱，仅贷款利息每年就要支付上百万元。到今年３月份...,2
141,...难免会在宪法文件中及其他法律文件中有所流露。这是历史留下的包袱。如果用现在的眼光审视，其立法权为什么至今没有...,2
142,...专业化企业，实行行业管理，既搞活了大中型企业，为企业放下了包袱，同时也为线找到了生存权。这是大中型企业调整经...,2
143,...很自然的。爱总是不错的。这不是罪过，首先应该放下这种自罪的包袱。你要做的首先是减轻自己的焦灼，消除一切不必要...,2
144,...扰很多想在国内上市的个人消费类的企业，是中国特色。冯巩喜哈包袱铺出场今天路上行人挺少的，车子也没前几天堵了，...,2
145,...贷款的现象，则我国银行不仅要背负已形成的大量不良资产的历史包袱，而且还要比外国银行更多地考虑放款能否收回的问...,2
146,...作用，是个值得重视的问题。有些地方的供销社把这些同志当成“包袱”，一讲到效益不行，就说“我们多是老弱病残”，...,2
147,...，总是一种部管理，更重要的是要研究市场需求，因此，我负担和包袱，兼并得好坏，关系到大本营的稳定们提出了用两年...,2
148,...二十一万多元的债务，工人工资也发不出。小瓷厂成了县里的一大包袱。改革的春风，给这个小厂带来了起死回生的活力。...,2
149,...那么多护林费用，却没有收入，把它承包出去，大队就卸下了个大包袱，集体不投工投钱，收益还能得大头，荒山又能造林...,2
150,...校得不到老师的关心，放任自流，甚至有的对“双差生”采取卸“包袱”的做法，用劝退、动员转学等办法，让他们流向社...,2
151,...备正常运转率低，产品合格率低，企业靠补贴，成了县财政的一大包袱。今年六月，该厂在干部、工人中全面实行工资奖金...,2
152,...增收500多万元。干部轮岗分流，由吃税人变成了纳税人，由人才包袱变成了增加财政收入的力量，也为他们在经济主战场...,2
153,...本性将毫不留情地排除一切非生产经营因素的干扰，甩掉企业的“包袱”，实现要素的合理组合和技术进步。由于合资企业...,2
154,...球锦标赛的第一分，也是最后一分。由于没有了出线的希望，卸下包袱的国少队在比赛开始阶段打得比较放松。第36分钟，...,2
155,...家最重要的财富，是财政收入的支柱，如果搞不好，或者变成财政包袱，想想看会出现什么结局。基于这个原因，我们这些...,2
156,...乡镇兽医站才能卸下那些管不了，管不好，背不起，推不掉的沉重包袱，发挥出真正的服务功能。只有进行基层兽医体制的...,2
157,...障碍，查各部机件的技术状况，做到不带思想包袱出车，不带机件包袱出车。行车时，按照“一分为二”的观点，经常分析...,2
158,...不前的话，在另一些学校则出现了急着与“儿子分家”、甩后勤“包袱”的倾向。“校长曾对我说，学生食堂的房子设备都...,2
159,...结果“皇冠”落地。谢军此行，不负重托，记取前人的教训，丢下包袱，轻装前进。比赛一开始她就以战斗者的姿态出现在...,2
160,...痹的双腿缓慢地走至她的跟前，看她不发一言地自总管的手上拿来包袱，转将它交至自己的手上。“二娘，这是……”捧着...,2
161,...、粉煤灰以及生产后的各种工业废渣，昔日这些令企业头疼的环保包袱，如今正成为沙县建材业中不可多得的原料资源。近...,2
162,...包袱，背在背上二十年了，又重又累又闷，昨天我找到一个人，把包袱交给他了，他说他会负责任，所以我很快乐。”他僵...,2
163,...地存在着把穷的原因归咎于高产的倾向。然而，当粮食大县被当做包袱甩掉后，县里的粮食收购会常常就变成了“急眼会”...,2
164,...项决赛，在鞍马项目上夺标呼声最高的中国年轻小将肖钦由于思想包袱过重，发挥失常，只列第七名。而赛前并不被看好的...,2
165,...分行业看，主要集中于煤炭、纺织等行业；而且大部分是由于历史包袱，早就存在的。王忠禹指出，导致企业停产和开工不...,2
166,...刚进入审判庭时双腿颤抖，后来逐步消除了紧张心理，放下了思想包袱。鉴于他犯罪以后投案自首，而且是从犯，庭审中认...,2
167,...和经营不善，长期拖欠电厂热费达数百万元，成了供热生产的巨大包袱，电厂业务人员多次上门催收，但对方无力缴纳欠费...,2
168,...人员与一线人让沉淀的资产活起来分离企业办社会的职能，是解开包袱，深化企业体制改革，迈向现代企业制度之必需。他...,2
169,...应，农业基础脆弱，抗灾能力不强。部分国有企业缺乏活力，历史包袱和社会负担沉重，设备陈旧，技术落后，管理不善，...,2
170,...牺牲了自己的前途？我……只会成为一个令你一生透不过气的沉重包袱，我会……”“误你一生！”应雄乍闻此语，却依旧...,2
171,...给忘得精光，几分钟就彻底缴械投降。年轻队员的优势本该是没有包袱，没有压力，有冲劲，但目前“小鲨们”缺乏的似乎...,2
172,...惑。只有达到这样的境界，终身教授的称谓才不会成为他事业上的包袱。刘亚伟说，在美国从助理教授到终审副教授其实就...,2
173,...我的同情心消失全无，厌恶加倍增长。我想，我终于可以卸下心头包袱，轻轻松松从这里走出去，从此再也不必见此人的面...,2
174,...偿投资改为贷款，这样就使双阳水泥厂一投产就背上了沉重的债务包袱，从１９９３年投产到１９９６年，尽管年年增产，...,2
175,...的自尊。要超脱，首先得洒脱。身无羁绊，曲直自如，放下心里的包袱，才能轻松上路，挺腰跨步。久历红尘，才能顿悟万...,2
176,...位子上。水泥厂完全是靠贷款建起来的，资本结构不合理，企业的包袱太重。企业工厂制的管理模式老旧、死板，不适应市...,2
177,...搬西方经济学；是下决心、想办法把国有企业改好搞好；还是当作包袱甩掉了事；在国有经济和集体经济中，是肯定还是否...,2
178,...之仇和小组出线必须得分的双重压力，英格兰人将背上沉重的心理包袱。■...,2
179,...去、喲～可以笑到下年、真係醜態盡露、恭喜你終於放低你個偶像包袱、今日开始才是真正得广州城//我已經相信有些人我...,2
180,...全省引起很大反响。我们收到了大量的来稿。对放下“粮食自给”包袱，不论是赞成的意见，还是有不同的看法，都是为了...,2
181,...益环中最低的一部分……上游可以拍拍屁股轻松转型，扔给我们的包袱可太重了……春秋战国故事多，值得人们多琢磨深谋...,2
182,...强大的好处，而恰恰证明即使在专制体制、垄断横行、国家不断甩包袱、去福利化的情况下，市场经济也证明了自己的奇迹...,2
183,...金加以解决，从而有望抑制金融系统的恶性循环，摆脱这个沉重的包袱。但是展现在日本经济发展面前的远不是一片玫瑰色...,2
184,...奢望和他论及未来，因为没有一个男人会愿意承担她肩上那沉重的包袱，更没有一个男人会谅解那一段她抹不掉的过去。想...,2
185,...关深化改革规定，难于贯彻。有些地方政府，则总想及早卸掉这些包袱，特别是一些国有小企业和一些亏损集体企业，愿意...,2
186,...们南航附中打，算他们倒霉！呵呵，也许到了今天，他们就得拣起包袱就回家！”那位学生模样的观众哈哈的大笑道。“你...,2
187,...将职工工作中的错误倾向和苗头解决在萌芽状态，让职工放下思想包袱轻松地去工作。四是，当职工工作、生活中遇到困难...,2
188,...有意无意地削弱了农业科技队伍。有的把农技推广部门当成“财政包袱”，不区分不同情况，采取“一刀切”的做法，或财...,2
189,...，１０万名职工还要背近３万名离退休职工和富余人员开支的沉重包袱，使得不少国有运输企业严重亏损，全行业陷入困境...,2
190,...补贴，需要足够的资金支持，政府财政也将因此而背上十分沉重的包袱。如：政府对北京地铁运营亏损补贴开始每年是５亿...,2
191,...的话，这个责任最终要我来负。我岂不要永远背上一个沉重的精神包袱吗？这样，我还会有什么快乐和幸福？但是，我们是...,2
192,...没能做到经济上的独立核算，成本不明，利润不清，电信觉得是“包袱”，邮政认为有依靠，行业发展就没有原动力；二是...,2
193,...到归宿。要你改变，是为了让你能配得上更好的对象，否则你这个包袱会一直卸不下。”“我只是个包袱？一直只是个包袱...,2
194,...再贷款和农业发展银行发放的粮棉收购贷款。由于农村信用社历史包袱沉重、经营机制不完善、自我发展能力较弱，在资金...,2
195,...解到这一情况后，一方面与其促膝谈心，真诚相见，鼓励他丢掉“包袱”轻装上阵，一方面帮他贷款５０００元，在镇政府...,2
196,...起他们股份制改造一举成功时，感慨万千。这个历经４０年风雨、包袱沉重的国有大型企业，直接改造为国际上市公司的现...,2
197,...羊峪大队是昔阳县的老先进单位，前几年由于背上了“老模范”的包袱，工作一直上不去，粮食产量一直停留在五百斤左右...,2
198,...马三立的相声亲切、自然，风格独特。他在表演中总是巧妙地抖出包袱，娱乐观众。马老是位贴近民间的艺术家，他总是以...,3
199,...！尼亚加拉瀑布~~爱旅行、爱风景，就关注忘了画中人~首席太有包袱了首席这招谁都会....ETS=催眠药生产公司花一开我们...,3
200,...一些小包袱，三五百字就来一个小包袱，大的情节转折就来一个大包袱。网络文学的长度，就网络小说而言，目前一般为一...,3
201,...果断顶信心爆棚?一直挺喜欢高晓攀的，这事有点意思！这么大的包袱。真的是说相声的盼着死同行哇。我不能想象我可以...,3
202,"越来越相信相由心生了我老婆从起床就跟打了鸡血一样不停抖包袱	。我装听不见，打哈欠，骂街都阻止不了她的幽默。",3
203,"我说恐怕要把“中间的都不算”这句话删去，因为这是一句“挡包袱	”（妨碍观众大笑）的话。",3
